"ID","Year","LocationAbbr","LocationDesc","Class","Topic","Indicator","Response","DataSource","Data_Value_Unit","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","Sample_Size","Stratification","StratificationType","IndicatorId","LocationOrder","ParentStateDisplayOrder","FootnoteType","FootNoteSymbol","FootnoteText","URL","DatasourceAbbr","Agency"
"2067950","2012","US","All States, DC and Territories (median) **","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","76.9","","","","","53","Overall","Overall","_TOTINDA","1","1","","","","","",""
"2067951","2012","US","All States, DC and Territories (median) **","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","23.1","","","","","53","Overall","Overall","_TOTINDA","1","1","","","","","",""
"2067659","2012","UW","All States and DC (median) **","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","77.1","","","","","51","Overall","Overall","_TOTINDA","2","2","","","","","",""
"2067660","2012","UW","All States and DC (median) **","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","22.9","","","","","51","Overall","Overall","_TOTINDA","2","2","","","","","",""
"1920793","2012","AL","Alabama","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","72.8","","","71.4","74.1","6315","Overall","Overall","_TOTINDA","3","3","","","","","",""
"1920794","2012","AL","Alabama","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","27.2","","","25.9","28.6","2699","Overall","Overall","_TOTINDA","3","3","","","","","",""
"1924131","2012","AK","Alaska","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","81.5","","","79.9","83.2","3465","Overall","Overall","_TOTINDA","4","4","","","","","",""
"1924132","2012","AK","Alaska","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","18.5","","","16.8","20.1","871","Overall","Overall","_TOTINDA","4","4","","","","","",""
"1926823","2012","AZ","Arizona","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","77.4","","","75.8","79.1","5547","Overall","Overall","_TOTINDA","5","5","","","","","",""
"1926824","2012","AZ","Arizona","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","22.6","","","20.9","24.2","1738","Overall","Overall","_TOTINDA","5","5","","","","","",""
"1929470","2012","AR","Arkansas","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","68.5","","","66.8","70.2","3424","Overall","Overall","_TOTINDA","6","6","","","","","",""
"1929471","2012","AR","Arkansas","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","31.5","","","29.8","33.3","1750","Overall","Overall","_TOTINDA","6","6","","","","","",""
"1932729","2012","CA","California","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","80.8","","","79.8","81.8","11028","Overall","Overall","_TOTINDA","7","7","","","","","",""
"1932730","2012","CA","California","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","19.2","","","18.2","20.2","2643","Overall","Overall","_TOTINDA","7","7","","","","","",""
"1934844","2012","CO","Colorado","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","83.0","","","82.0","83.9","10122","Overall","Overall","_TOTINDA","8","8","","","","","",""
"1934845","2012","CO","Colorado","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","17.0","","","16.1","18.0","2117","Overall","Overall","_TOTINDA","8","8","","","","","",""
"1937888","2012","CT","Connecticut","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","77.9","","","76.6","79.1","6730","Overall","Overall","_TOTINDA","9","9","","","","","",""
"1937889","2012","CT","Connecticut","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","22.1","","","20.9","23.4","2030","Overall","Overall","_TOTINDA","9","9","","","","","",""
"1940794","2012","DE","Delaware","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","76.5","","","74.9","78.1","3905","Overall","Overall","_TOTINDA","10","10","","","","","",""
"1940795","2012","DE","Delaware","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","23.5","","","21.9","25.1","1267","Overall","Overall","_TOTINDA","10","10","","","","","",""
"1943510","2012","DC","District of Columbia","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","82.6","","","80.8","84.4","3069","Overall","Overall","_TOTINDA","11","11","","","","","",""
"1943511","2012","DC","District of Columbia","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","17.4","","","15.6","19.2","748","Overall","Overall","_TOTINDA","11","11","","","","","",""
"1946857","2012","FL","Florida","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","76.7","","","75.2","78.2","5721","Overall","Overall","_TOTINDA","12","12","","","","","",""
"1946858","2012","FL","Florida","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","23.3","","","21.8","24.8","1892","Overall","Overall","_TOTINDA","12","12","","","","","",""
