"ID","Year","LocationAbbr","LocationDesc","Class","Topic","Indicator","Response","DataSource","Data_Value_Unit","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","Sample_Size","Stratification","StratificationType","IndicatorId","LocationOrder","ParentStateDisplayOrder","FootnoteType","FootNoteSymbol","FootnoteText","URL","DatasourceAbbr","Agency"
"5274","2010","US","All States, DC and Territories (median) **","Tobacco Use","Smoker Status","Four Level Smoking Status (variable calculated from one or more BRFSS questions)","Smoke everyday","BRFSS","%","Crude Prevalence","12.3","**","Median value reported with no confidence intervals","","","54","Overall","Overall","_SMOKER3","1","1","","","","","",""
"5275","2010","US","All States, DC and Territories (median) **","Tobacco Use","Smoker Status","Four Level Smoking Status (variable calculated from one or more BRFSS questions)","Smoke some days","BRFSS","%","Crude Prevalence","4.8","**","Median value reported with no confidence intervals","","","54","Overall","Overall","_SMOKER3","1","1","","","","","",""
"5276","2010","US","All States, DC and Territories (median) **","Tobacco Use","Smoker Status","Four Level Smoking Status (variable calculated from one or more BRFSS questions)","Former smoker","BRFSS","%","Crude Prevalence","24.7","**","Median value reported with no confidence intervals","","","54","Overall","Overall","_SMOKER3","1","1","","","","","",""
"5277","2010","US","All States, DC and Territories (median) **","Tobacco Use","Smoker Status","Four Level Smoking Status (variable calculated from one or more BRFSS questions)","Never smoked","BRFSS","%","Crude Prevalence","56.8","**","Median value reported with no confidence intervals","","","54","Overall","Overall","_SMOKER3","1","1","","","","","",""
"4994","2010","UW","All States and DC (median) **","Tobacco Use","Smoker Status","Four Level Smoking Status (variable calculated from one or more BRFSS questions)","Smoke everyday","BRFSS","%","Crude Prevalence","12.4","**","Median value reported with no confidence intervals","","","51","Overall","Overall","_SMOKER3","2","2","","","","","",""
"4995","2010","UW","All States and DC (median) **","Tobacco Use","Smoker Status","Four Level Smoking Status (variable calculated from one or more BRFSS questions)","Smoke some days","BRFSS","%","Crude Prevalence","4.8","**","Median value reported with no confidence intervals","","","51","Overall","Overall","_SMOKER3","2","2","","","","","",""
"4996","2010","UW","All States and DC (median) **","Tobacco Use","Smoker Status","Four Level Smoking Status (variable calculated from one or more BRFSS questions)","Former smoker","BRFSS","%","Crude Prevalence","25.1","**","Median value reported with no confidence intervals","","","51","Overall","Overall","_SMOKER3","2","2","","","","","",""
"4997","2010","UW","All States and DC (median) **","Tobacco Use","Smoker Status","Four Level Smoking Status (variable calculated from one or more BRFSS questions)","Never smoked","BRFSS","%","Crude Prevalence","56.6","**","Median value reported with no confidence intervals","","","51","Overall","Overall","_SMOKER3","2","2","","","","","",""
"218","2010","AL","Alabama","Tobacco Use","Smoker Status","Four Level Smoking Status (variable calculated from one or more BRFSS questions)","Smoke everyday","BRFSS","%","Crude Prevalence","15.6","","","14.3","17.0","1027","Overall","Overall","_SMOKER3","3","3","","","","","",""
"219","2010","AL","Alabama","Tobacco Use","Smoker Status","Four Level Smoking Status (variable calculated from one or more BRFSS questions)","Smoke some days","BRFSS","%","Crude Prevalence","6.3","","","5.4","7.2","395","Overall","Overall","_SMOKER3","3","3","","","","","",""
"220","2010","AL","Alabama","Tobacco Use","Smoker Status","Four Level Smoking Status (variable calculated from one or more BRFSS questions)","Former smoker","BRFSS","%","Crude Prevalence","23.9","","","22.6","25.3","2013","Overall","Overall","_SMOKER3","3","3","","","","","",""
"221","2010","AL","Alabama","Tobacco Use","Smoker Status","Four Level Smoking Status (variable calculated from one or more BRFSS questions)","Never smoked","BRFSS","%","Crude Prevalence","54.2","","","52.5","55.9","4189","Overall","Overall","_SMOKER3","3","3","","","","","",""
"3687","2010","AK","Alaska","Tobacco Use","Smoker Status","Four Level Smoking Status (variable calculated from one or more BRFSS questions)","Smoke everyday","BRFSS","%","Crude Prevalence","13.5","","","11.1","16.0","275","Overall","Overall","_SMOKER3","4","4","","","","","",""
"3688","2010","AK","Alaska","Tobacco Use","Smoker Status","Four Level Smoking Status (variable calculated from one or more BRFSS questions)","Smoke some days","BRFSS","%","Crude Prevalence","6.8","","","4.8","8.9","120","Overall","Overall","_SMOKER3","4","4","","","","","",""
"3689","2010","AK","Alaska","Tobacco Use","Smoker Status","Four Level Smoking Status (variable calculated from one or more BRFSS questions)","Former smoker","BRFSS","%","Crude Prevalence","26.1","","","23.1","29.1","561","Overall","Overall","_SMOKER3","4","4","","","","","",""
"3690","2010","AK","Alaska","Tobacco Use","Smoker Status","Four Level Smoking Status (variable calculated from one or more BRFSS questions)","Never smoked","BRFSS","%","Crude Prevalence","53.6","","","50.0","57.1","989","Overall","Overall","_SMOKER3","4","4","","","","","",""
"5745","2010","AZ","Arizona","Tobacco Use","Smoker Status","Four Level Smoking Status (variable calculated from one or more BRFSS questions)","Smoke everyday","BRFSS","%","Crude Prevalence","10.7","","","9.2","12.2","583","Overall","Overall","_SMOKER3","5","5","","","","","",""
"5746","2010","AZ","Arizona","Tobacco Use","Smoker Status","Four Level Smoking Status (variable calculated from one or more BRFSS questions)","Smoke some days","BRFSS","%","Crude Prevalence","4.4","","","3.3","5.4","223","Overall","Overall","_SMOKER3","5","5","","","","","",""
"5747","2010","AZ","Arizona","Tobacco Use","Smoker Status","Four Level Smoking Status (variable calculated from one or more BRFSS questions)","Former smoker","BRFSS","%","Crude Prevalence","27.9","","","25.9","30.0","1922","Overall","Overall","_SMOKER3","5","5","","","","","",""
"5748","2010","AZ","Arizona","Tobacco Use","Smoker Status","Four Level Smoking Status (variable calculated from one or more BRFSS questions)","Never smoked","BRFSS","%","Crude Prevalence","57.1","","","54.7","59.4","3001","Overall","Overall","_SMOKER3","5","5","","","","","",""
"8814","2010","AR","Arkansas","Tobacco Use","Smoker Status","Four Level Smoking Status (variable calculated from one or more BRFSS questions)","Smoke everyday","BRFSS","%","Crude Prevalence","17.3","","","15.3","19.4","546","Overall","Overall","_SMOKER3","6","6","","","","","",""
"8815","2010","AR","Arkansas","Tobacco Use","Smoker Status","Four Level Smoking Status (variable calculated from one or more BRFSS questions)","Smoke some days","BRFSS","%","Crude Prevalence","5.6","","","4.2","6.9","177","Overall","Overall","_SMOKER3","6","6","","","","","",""
"8816","2010","AR","Arkansas","Tobacco Use","Smoker Status","Four Level Smoking Status (variable calculated from one or more BRFSS questions)","Former smoker","BRFSS","%","Crude Prevalence","24.1","","","22.2","26.0","1212","Overall","Overall","_SMOKER3","6","6","","","","","",""
"8817","2010","AR","Arkansas","Tobacco Use","Smoker Status","Four Level Smoking Status (variable calculated from one or more BRFSS questions)","Never smoked","BRFSS","%","Crude Prevalence","53.0","","","50.5","55.5","2066","Overall","Overall","_SMOKER3","6","6","","","","","",""
"10931","2010","CA","California","Tobacco Use","Smoker Status","Four Level Smoking Status (variable calculated from one or more BRFSS questions)","Smoke everyday","BRFSS","%","Crude Prevalence","7.5","","","6.9","8.0","1298","Overall","Overall","_SMOKER3","7","7","","","","","",""
"10932","2010","CA","California","Tobacco Use","Smoker Status","Four Level Smoking Status (variable calculated from one or more BRFSS questions)","Smoke some days","BRFSS","%","Crude Prevalence","4.6","","","4.1","5.2","544","Overall","Overall","_SMOKER3","7","7","","","","","",""
"10933","2010","CA","California","Tobacco Use","Smoker Status","Four Level Smoking Status (variable calculated from one or more BRFSS questions)","Former smoker","BRFSS","%","Crude Prevalence","23.1","","","22.3","23.9","5129","Overall","Overall","_SMOKER3","7","7","","","","","",""
"10934","2010","CA","California","Tobacco Use","Smoker Status","Four Level Smoking Status (variable calculated from one or more BRFSS questions)","Never smoked","BRFSS","%","Crude Prevalence","64.8","","","63.8","65.8","9966","Overall","Overall","_SMOKER3","7","7","","","","","",""
"13827","2010","CO","Colorado","Tobacco Use","Smoker Status","Four Level Smoking Status (variable calculated from one or more BRFSS questions)","Smoke everyday","BRFSS","%","Crude Prevalence","11.4","","","10.5","12.4","1209","Overall","Overall","_SMOKER3","8","8","","","","","",""
"13828","2010","CO","Colorado","Tobacco Use","Smoker Status","Four Level Smoking Status (variable calculated from one or more BRFSS questions)","Smoke some days","BRFSS","%","Crude Prevalence","4.6","","","3.9","5.2","443","Overall","Overall","_SMOKER3","8","8","","","","","",""
"13829","2010","CO","Colorado","Tobacco Use","Smoker Status","Four Level Smoking Status (variable calculated from one or more BRFSS questions)","Former smoker","BRFSS","%","Crude Prevalence","24.7","","","23.6","25.8","3668","Overall","Overall","_SMOKER3","8","8","","","","","",""
"13830","2010","CO","Colorado","Tobacco Use","Smoker Status","Four Level Smoking Status (variable calculated from one or more BRFSS questions)","Never smoked","BRFSS","%","Crude Prevalence","59.3","","","57.9","60.7","6262","Overall","Overall","_SMOKER3","8","8","","","","","",""
"15963","2010","CT","Connecticut","Tobacco Use","Smoker Status","Four Level Smoking Status (variable calculated from one or more BRFSS questions)","Smoke everyday","BRFSS","%","Crude Prevalence","9.2","","","8.0","10.4","541","Overall","Overall","_SMOKER3","9","9","","","","","",""
"15964","2010","CT","Connecticut","Tobacco Use","Smoker Status","Four Level Smoking Status (variable calculated from one or more BRFSS questions)","Smoke some days","BRFSS","%","Crude Prevalence","4.0","","","3.2","4.7","252","Overall","Overall","_SMOKER3","9","9","","","","","",""
"15965","2010","CT","Connecticut","Tobacco Use","Smoker Status","Four Level Smoking Status (variable calculated from one or more BRFSS questions)","Former smoker","BRFSS","%","Crude Prevalence","29.2","","","27.7","30.8","2307","Overall","Overall","_SMOKER3","9","9","","","","","",""
"15966","2010","CT","Connecticut","Tobacco Use","Smoker Status","Four Level Smoking Status (variable calculated from one or more BRFSS questions)","Never smoked","BRFSS","%","Crude Prevalence","57.6","","","55.8","59.4","3623","Overall","Overall","_SMOKER3","9","9","","","","","",""
"18498","2010","DE","Delaware","Tobacco Use","Smoker Status","Four Level Smoking Status (variable calculated from one or more BRFSS questions)","Smoke everyday","BRFSS","%","Crude Prevalence","12.8","","","11.2","14.3","494","Overall","Overall","_SMOKER3","10","10","","","","","",""
"18499","2010","DE","Delaware","Tobacco Use","Smoker Status","Four Level Smoking Status (variable calculated from one or more BRFSS questions)","Smoke some days","BRFSS","%","Crude Prevalence","4.5","","","3.4","5.6","172","Overall","Overall","_SMOKER3","10","10","","","","","",""
"18500","2010","DE","Delaware","Tobacco Use","Smoker Status","Four Level Smoking Status (variable calculated from one or more BRFSS questions)","Former smoker","BRFSS","%","Crude Prevalence","26.8","","","25.0","28.5","1409","Overall","Overall","_SMOKER3","10","10","","","","","",""
"18501","2010","DE","Delaware","Tobacco Use","Smoker Status","Four Level Smoking Status (variable calculated from one or more BRFSS questions)","Never smoked","BRFSS","%","Crude Prevalence","56.0","","","53.8","58.1","2151","Overall","Overall","_SMOKER3","10","10","","","","","",""
"20841","2010","DC","District of Columbia","Tobacco Use","Smoker Status","Four Level Smoking Status (variable calculated from one or more BRFSS questions)","Smoke everyday","BRFSS","%","Crude Prevalence","10.0","","","8.6","11.3","352","Overall","Overall","_SMOKER3","11","11","","","","","",""
"20842","2010","DC","District of Columbia","Tobacco Use","Smoker Status","Four Level Smoking Status (variable calculated from one or more BRFSS questions)","Smoke some days","BRFSS","%","Crude Prevalence","5.7","","","4.7","6.7","191","Overall","Overall","_SMOKER3","11","11","","","","","",""
"20843","2010","DC","District of Columbia","Tobacco Use","Smoker Status","Four Level Smoking Status (variable calculated from one or more BRFSS questions)","Former smoker","BRFSS","%","Crude Prevalence","23.4","","","21.8","25.0","1189","Overall","Overall","_SMOKER3","11","11","","","","","",""
"20844","2010","DC","District of Columbia","Tobacco Use","Smoker Status","Four Level Smoking Status (variable calculated from one or more BRFSS questions)","Never smoked","BRFSS","%","Crude Prevalence","61.0","","","59.0","63.0","2219","Overall","Overall","_SMOKER3","11","11","","","","","",""
"23564","2010","FL","Florida","Tobacco Use","Smoker Status","Four Level Smoking Status (variable calculated from one or more BRFSS questions)","Smoke everyday","BRFSS","%","Crude Prevalence","12.0","","","11.2","12.7","4697","Overall","Overall","_SMOKER3","12","12","","","","","",""
"23565","2010","FL","Florida","Tobacco Use","Smoker Status","Four Level Smoking Status (variable calculated from one or more BRFSS questions)","Smoke some days","BRFSS","%","Crude Prevalence","5.2","","","4.5","5.8","1578","Overall","Overall","_SMOKER3","12","12","","","","","",""
"23566","2010","FL","Florida","Tobacco Use","Smoker Status","Four Level Smoking Status (variable calculated from one or more BRFSS questions)","Former smoker","BRFSS","%","Crude Prevalence","29.8","","","28.7","30.9","11934","Overall","Overall","_SMOKER3","12","12","","","","","",""
"23567","2010","FL","Florida","Tobacco Use","Smoker Status","Four Level Smoking Status (variable calculated from one or more BRFSS questions)","Never smoked","BRFSS","%","Crude Prevalence","53.0","","","51.8","54.3","16711","Overall","Overall","_SMOKER3","12","12","","","","","",""
"25742","2010","GA","Georgia","Tobacco Use","Smoker Status","Four Level Smoking Status (variable calculated from one or more BRFSS questions)","Smoke everyday","BRFSS","%","Crude Prevalence","12.8","","","11.4","14.2","668","Overall","Overall","_SMOKER3","13","13","","","","","",""
"25743","2010","GA","Georgia","Tobacco Use","Smoker Status","Four Level Smoking Status (variable calculated from one or more BRFSS questions)","Smoke some days","BRFSS","%","Crude Prevalence","4.8","","","3.9","5.8","261","Overall","Overall","_SMOKER3","13","13","","","","","",""
"25744","2010","GA","Georgia","Tobacco Use","Smoker Status","Four Level Smoking Status (variable calculated from one or more BRFSS questions)","Former smoker","BRFSS","%","Crude Prevalence","23.1","","","21.7","24.6","1587","Overall","Overall","_SMOKER3","13","13","","","","","",""
"25745","2010","GA","Georgia","Tobacco Use","Smoker Status","Four Level Smoking Status (variable calculated from one or more BRFSS questions)","Never smoked","BRFSS","%","Crude Prevalence","59.3","","","57.4","61.1","3247","Overall","Overall","_SMOKER3","13","13","","","","","",""
"30128","2010","HI","Hawaii","Tobacco Use","Smoker Status","Four Level Smoking Status (variable calculated from one or more BRFSS questions)","Smoke everyday","BRFSS","%","Crude Prevalence","10.7","","","9.5","11.9","617","Overall","Overall","_SMOKER3","14","14","","","","","",""
"30129","2010","HI","Hawaii","Tobacco Use","Smoker Status","Four Level Smoking Status (variable calculated from one or more BRFSS questions)","Smoke some days","BRFSS","%","Crude Prevalence","3.8","","","3.1","4.4","233","Overall","Overall","_SMOKER3","14","14","","","","","",""
"30130","2010","HI","Hawaii","Tobacco Use","Smoker Status","Four Level Smoking Status (variable calculated from one or more BRFSS questions)","Former smoker","BRFSS","%","Crude Prevalence","25.3","","","23.9","26.7","2118","Overall","Overall","_SMOKER3","14","14","","","","","",""
"30131","2010","HI","Hawaii","Tobacco Use","Smoker Status","Four Level Smoking Status (variable calculated from one or more BRFSS questions)","Never smoked","BRFSS","%","Crude Prevalence","60.2","","","58.5","62.0","3566","Overall","Overall","_SMOKER3","14","14","","","","","",""
"32504","2010","ID","Idaho","Tobacco Use","Smoker Status","Four Level Smoking Status (variable calculated from one or more BRFSS questions)","Smoke everyday","BRFSS","%","Crude Prevalence","11.3","","","10.2","12.4","751","Overall","Overall","_SMOKER3","15","15","","","","","",""
"32505","2010","ID","Idaho","Tobacco Use","Smoker Status","Four Level Smoking Status (variable calculated from one or more BRFSS questions)","Smoke some days","BRFSS","%","Crude Prevalence","4.4","","","3.6","5.2","252","Overall","Overall","_SMOKER3","15","15","","","","","",""
"32506","2010","ID","Idaho","Tobacco Use","Smoker Status","Four Level Smoking Status (variable calculated from one or more BRFSS questions)","Former smoker","BRFSS","%","Crude Prevalence","22.9","","","21.6","24.2","1978","Overall","Overall","_SMOKER3","15","15","","","","","",""
