"ID","Year","LocationAbbr","LocationDesc","Class","Topic","Indicator","Response","DataSource","Data_Value_Unit","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","Sample_Size","Stratification","StratificationType","IndicatorId","LocationOrder","ParentStateDisplayOrder","FootnoteType","FootNoteSymbol","FootnoteText","URL","DatasourceAbbr","Agency"
"265824","2008","US","All States, DC and Territories (median) **","Demographics","Education","What is the highest grade or year of school you completed?","Less than H.S.","BRFSS","%","Crude Prevalence","9.2","**","Median value reported with no confidence intervals","","","54","Overall","Overall","EDUCA","1","1","","","","","",""
"265825","2008","US","All States, DC and Territories (median) **","Demographics","Education","What is the highest grade or year of school you completed?","H.S. or G.E.D.","BRFSS","%","Crude Prevalence","29.7","**","Median value reported with no confidence intervals","","","54","Overall","Overall","EDUCA","1","1","","","","","",""
"265826","2008","US","All States, DC and Territories (median) **","Demographics","Education","What is the highest grade or year of school you completed?","Some post-H.S.","BRFSS","%","Crude Prevalence","26.7","**","Median value reported with no confidence intervals","","","54","Overall","Overall","EDUCA","1","1","","","","","",""
"265827","2008","US","All States, DC and Territories (median) **","Demographics","Education","What is the highest grade or year of school you completed?","College+","BRFSS","%","Crude Prevalence","31.6","**","Median value reported with no confidence intervals","","","54","Overall","Overall","EDUCA","1","1","","","","","",""
"265714","2008","UW","All States and DC (median) **","Demographics","Education","What is the highest grade or year of school you completed?","Less than H.S.","BRFSS","%","Crude Prevalence","8.7","**","Median value reported with no confidence intervals","","","51","Overall","Overall","EDUCA","2","2","","","","","",""
"265715","2008","UW","All States and DC (median) **","Demographics","Education","What is the highest grade or year of school you completed?","H.S. or G.E.D.","BRFSS","%","Crude Prevalence","29.6","**","Median value reported with no confidence intervals","","","51","Overall","Overall","EDUCA","2","2","","","","","",""
"265716","2008","UW","All States and DC (median) **","Demographics","Education","What is the highest grade or year of school you completed?","Some post-H.S.","BRFSS","%","Crude Prevalence","26.8","**","Median value reported with no confidence intervals","","","51","Overall","Overall","EDUCA","2","2","","","","","",""
"265717","2008","UW","All States and DC (median) **","Demographics","Education","What is the highest grade or year of school you completed?","College+","BRFSS","%","Crude Prevalence","31.7","**","Median value reported with no confidence intervals","","","51","Overall","Overall","EDUCA","2","2","","","","","",""
"263020","2008","AL","Alabama","Demographics","Education","What is the highest grade or year of school you completed?","Less than H.S.","BRFSS","%","Crude Prevalence","13.7","","","12.4","15.1","992","Overall","Overall","EDUCA","3","3","","","","","",""
"263021","2008","AL","Alabama","Demographics","Education","What is the highest grade or year of school you completed?","H.S. or G.E.D.","BRFSS","%","Crude Prevalence","33.0","","","31.1","34.9","2101","Overall","Overall","EDUCA","3","3","","","","","",""
"263022","2008","AL","Alabama","Demographics","Education","What is the highest grade or year of school you completed?","Some post-H.S.","BRFSS","%","Crude Prevalence","25.7","","","24.1","27.4","1721","Overall","Overall","EDUCA","3","3","","","","","",""
"263023","2008","AL","Alabama","Demographics","Education","What is the highest grade or year of school you completed?","College+","BRFSS","%","Crude Prevalence","27.6","","","25.9","29.2","1662","Overall","Overall","EDUCA","3","3","","","","","",""
"264633","2008","AK","Alaska","Demographics","Education","What is the highest grade or year of school you completed?","Less than H.S.","BRFSS","%","Crude Prevalence","8.2","","","6.3","10.1","200","Overall","Overall","EDUCA","4","4","","","","","",""
"264634","2008","AK","Alaska","Demographics","Education","What is the highest grade or year of school you completed?","H.S. or G.E.D.","BRFSS","%","Crude Prevalence","31.8","","","29.0","34.6","846","Overall","Overall","EDUCA","4","4","","","","","",""
"264635","2008","AK","Alaska","Demographics","Education","What is the highest grade or year of school you completed?","Some post-H.S.","BRFSS","%","Crude Prevalence","31.9","","","29.1","34.8","794","Overall","Overall","EDUCA","4","4","","","","","",""
"264636","2008","AK","Alaska","Demographics","Education","What is the highest grade or year of school you completed?","College+","BRFSS","%","Crude Prevalence","28.1","","","25.6","30.6","817","Overall","Overall","EDUCA","4","4","","","","","",""
"267186","2008","AZ","Arizona","Demographics","Education","What is the highest grade or year of school you completed?","Less than H.S.","BRFSS","%","Crude Prevalence","12.9","","","10.7","15.2","789","Overall","Overall","EDUCA","5","5","","","","","",""
"267187","2008","AZ","Arizona","Demographics","Education","What is the highest grade or year of school you completed?","H.S. or G.E.D.","BRFSS","%","Crude Prevalence","25.0","","","22.4","27.5","1674","Overall","Overall","EDUCA","5","5","","","","","",""
"267188","2008","AZ","Arizona","Demographics","Education","What is the highest grade or year of school you completed?","Some post-H.S.","BRFSS","%","Crude Prevalence","27.7","","","25.2","30.2","1845","Overall","Overall","EDUCA","5","5","","","","","",""
"267189","2008","AZ","Arizona","Demographics","Education","What is the highest grade or year of school you completed?","College+","BRFSS","%","Crude Prevalence","34.4","","","31.8","37.0","1837","Overall","Overall","EDUCA","5","5","","","","","",""
"269876","2008","AR","Arkansas","Demographics","Education","What is the highest grade or year of school you completed?","Less than H.S.","BRFSS","%","Crude Prevalence","12.4","","","11.1","13.7","758","Overall","Overall","EDUCA","6","6","","","","","",""
"269877","2008","AR","Arkansas","Demographics","Education","What is the highest grade or year of school you completed?","H.S. or G.E.D.","BRFSS","%","Crude Prevalence","35.7","","","33.8","37.5","2009","Overall","Overall","EDUCA","6","6","","","","","",""
"269878","2008","AR","Arkansas","Demographics","Education","What is the highest grade or year of school you completed?","Some post-H.S.","BRFSS","%","Crude Prevalence","24.7","","","23.0","26.4","1370","Overall","Overall","EDUCA","6","6","","","","","",""
"269879","2008","AR","Arkansas","Demographics","Education","What is the highest grade or year of school you completed?","College+","BRFSS","%","Crude Prevalence","27.3","","","25.7","28.9","1549","Overall","Overall","EDUCA","6","6","","","","","",""
"272177","2008","CA","California","Demographics","Education","What is the highest grade or year of school you completed?","Less than H.S.","BRFSS","%","Crude Prevalence","20.0","","","18.9","21.1","1548","Overall","Overall","EDUCA","7","7","","","","","",""
"272178","2008","CA","California","Demographics","Education","What is the highest grade or year of school you completed?","H.S. or G.E.D.","BRFSS","%","Crude Prevalence","23.0","","","21.8","24.1","2258","Overall","Overall","EDUCA","7","7","","","","","",""
"272179","2008","CA","California","Demographics","Education","What is the highest grade or year of school you completed?","Some post-H.S.","BRFSS","%","Crude Prevalence","24.8","","","23.7","25.9","3054","Overall","Overall","EDUCA","7","7","","","","","",""
"272180","2008","CA","California","Demographics","Education","What is the highest grade or year of school you completed?","College+","BRFSS","%","Crude Prevalence","32.2","","","31.1","33.3","4595","Overall","Overall","EDUCA","7","7","","","","","",""
"275004","2008","CO","Colorado","Demographics","Education","What is the highest grade or year of school you completed?","Less than H.S.","BRFSS","%","Crude Prevalence","9.9","","","9.0","10.8","751","Overall","Overall","EDUCA","8","8","","","","","",""
"275005","2008","CO","Colorado","Demographics","Education","What is the highest grade or year of school you completed?","H.S. or G.E.D.","BRFSS","%","Crude Prevalence","23.8","","","22.7","24.9","2674","Overall","Overall","EDUCA","8","8","","","","","",""
"275006","2008","CO","Colorado","Demographics","Education","What is the highest grade or year of school you completed?","Some post-H.S.","BRFSS","%","Crude Prevalence","26.9","","","25.8","28.1","3158","Overall","Overall","EDUCA","8","8","","","","","",""
"275007","2008","CO","Colorado","Demographics","Education","What is the highest grade or year of school you completed?","College+","BRFSS","%","Crude Prevalence","39.4","","","38.2","40.5","5161","Overall","Overall","EDUCA","8","8","","","","","",""
"277132","2008","CT","Connecticut","Demographics","Education","What is the highest grade or year of school you completed?","Less than H.S.","BRFSS","%","Crude Prevalence","5.8","","","4.9","6.7","435","Overall","Overall","EDUCA","9","9","","","","","",""
"277133","2008","CT","Connecticut","Demographics","Education","What is the highest grade or year of school you completed?","H.S. or G.E.D.","BRFSS","%","Crude Prevalence","25.6","","","23.9","27.3","1601","Overall","Overall","EDUCA","9","9","","","","","",""
"277134","2008","CT","Connecticut","Demographics","Education","What is the highest grade or year of school you completed?","Some post-H.S.","BRFSS","%","Crude Prevalence","22.4","","","20.8","23.9","1359","Overall","Overall","EDUCA","9","9","","","","","",""
"277135","2008","CT","Connecticut","Demographics","Education","What is the highest grade or year of school you completed?","College+","BRFSS","%","Crude Prevalence","46.2","","","44.4","48.0","2741","Overall","Overall","EDUCA","9","9","","","","","",""
"279854","2008","DE","Delaware","Demographics","Education","What is the highest grade or year of school you completed?","Less than H.S.","BRFSS","%","Crude Prevalence","5.4","","","4.3","6.5","270","Overall","Overall","EDUCA","10","10","","","","","",""
"279855","2008","DE","Delaware","Demographics","Education","What is the highest grade or year of school you completed?","H.S. or G.E.D.","BRFSS","%","Crude Prevalence","29.8","","","27.7","32.0","1303","Overall","Overall","EDUCA","10","10","","","","","",""
"279856","2008","DE","Delaware","Demographics","Education","What is the highest grade or year of school you completed?","Some post-H.S.","BRFSS","%","Crude Prevalence","26.5","","","24.3","28.6","1014","Overall","Overall","EDUCA","10","10","","","","","",""
"279857","2008","DE","Delaware","Demographics","Education","What is the highest grade or year of school you completed?","College+","BRFSS","%","Crude Prevalence","38.3","","","36.1","40.6","1433","Overall","Overall","EDUCA","10","10","","","","","",""
"281729","2008","DC","District of Columbia","Demographics","Education","What is the highest grade or year of school you completed?","Less than H.S.","BRFSS","%","Crude Prevalence","9.9","","","8.4","11.4","334","Overall","Overall","EDUCA","11","11","","","","","",""
"281730","2008","DC","District of Columbia","Demographics","Education","What is the highest grade or year of school you completed?","H.S. or G.E.D.","BRFSS","%","Crude Prevalence","18.5","","","16.8","20.3","664","Overall","Overall","EDUCA","11","11","","","","","",""
"281731","2008","DC","District of Columbia","Demographics","Education","What is the highest grade or year of school you completed?","Some post-H.S.","BRFSS","%","Crude Prevalence","16.3","","","14.8","17.9","645","Overall","Overall","EDUCA","11","11","","","","","",""
"281732","2008","DC","District of Columbia","Demographics","Education","What is the highest grade or year of school you completed?","College+","BRFSS","%","Crude Prevalence","55.2","","","53.2","57.3","2586","Overall","Overall","EDUCA","11","11","","","","","",""
"284410","2008","FL","Florida","Demographics","Education","What is the highest grade or year of school you completed?","Less than H.S.","BRFSS","%","Crude Prevalence","10.4","","","9.1","11.8","1297","Overall","Overall","EDUCA","12","12","","","","","",""
"284411","2008","FL","Florida","Demographics","Education","What is the highest grade or year of school you completed?","H.S. or G.E.D.","BRFSS","%","Crude Prevalence","27.5","","","25.8","29.1","3496","Overall","Overall","EDUCA","12","12","","","","","",""
"284412","2008","FL","Florida","Demographics","Education","What is the highest grade or year of school you completed?","Some post-H.S.","BRFSS","%","Crude Prevalence","29.4","","","27.7","31.2","2993","Overall","Overall","EDUCA","12","12","","","","","",""
"284413","2008","FL","Florida","Demographics","Education","What is the highest grade or year of school you completed?","College+","BRFSS","%","Crude Prevalence","32.7","","","31.0","34.3","3024","Overall","Overall","EDUCA","12","12","","","","","",""
"286915","2008","GA","Georgia","Demographics","Education","What is the highest grade or year of school you completed?","Less than H.S.","BRFSS","%","Crude Prevalence","10.4","","","9.2","11.6","713","Overall","Overall","EDUCA","13","13","","","","","",""
"286916","2008","GA","Georgia","Demographics","Education","What is the highest grade or year of school you completed?","H.S. or G.E.D.","BRFSS","%","Crude Prevalence","27.8","","","26.0","29.6","1635","Overall","Overall","EDUCA","13","13","","","","","",""
"286917","2008","GA","Georgia","Demographics","Education","What is the highest grade or year of school you completed?","Some post-H.S.","BRFSS","%","Crude Prevalence","25.9","","","24.2","27.6","1465","Overall","Overall","EDUCA","13","13","","","","","",""
"286918","2008","GA","Georgia","Demographics","Education","What is the highest grade or year of school you completed?","College+","BRFSS","%","Crude Prevalence","35.8","","","34.0","37.7","1882","Overall","Overall","EDUCA","13","13","","","","","",""
"291366","2008","HI","Hawaii","Demographics","Education","What is the highest grade or year of school you completed?","Less than H.S.","BRFSS","%","Crude Prevalence","4.9","","","4.2","5.7","327","Overall","Overall","EDUCA","14","14","","","","","",""
"291367","2008","HI","Hawaii","Demographics","Education","What is the highest grade or year of school you completed?","H.S. or G.E.D.","BRFSS","%","Crude Prevalence","29.4","","","27.8","31.1","1721","Overall","Overall","EDUCA","14","14","","","","","",""
"291368","2008","HI","Hawaii","Demographics","Education","What is the highest grade or year of school you completed?","Some post-H.S.","BRFSS","%","Crude Prevalence","28.7","","","27.1","30.2","1811","Overall","Overall","EDUCA","14","14","","","","","",""
"291369","2008","HI","Hawaii","Demographics","Education","What is the highest grade or year of school you completed?","College+","BRFSS","%","Crude Prevalence","37.0","","","35.4","38.6","2583","Overall","Overall","EDUCA","14","14","","","","","",""
"293924","2008","ID","Idaho","Demographics","Education","What is the highest grade or year of school you completed?","Less than H.S.","BRFSS","%","Crude Prevalence","10.1","","","8.8","11.4","407","Overall","Overall","EDUCA","15","15","","","","","",""
