"ID","Year","LocationAbbr","LocationDesc","Class","Topic","Indicator","Response","DataSource","Data_Value_Unit","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","Sample_Size","Stratification","StratificationType","IndicatorId","LocationOrder","ParentStateDisplayOrder","FootnoteType","FootNoteSymbol","FootnoteText","URL","DatasourceAbbr","Agency"
"1234605","2000","US","All States, DC and Territories (median) **","Demographics","Age","What is your age?","18-24 years","BRFSS","%","Crude Prevalence","12.8","**","Median value reported with no confidence intervals","","","52","Overall","Overall","AGE","1","1","","","","","",""
"1234606","2000","US","All States, DC and Territories (median) **","Demographics","Age","What is your age?","25-34 years","BRFSS","%","Crude Prevalence","18.3","**","Median value reported with no confidence intervals","","","52","Overall","Overall","AGE","1","1","","","","","",""
"1234607","2000","US","All States, DC and Territories (median) **","Demographics","Age","What is your age?","35-44 years","BRFSS","%","Crude Prevalence","21.0","**","Median value reported with no confidence intervals","","","52","Overall","Overall","AGE","1","1","","","","","",""
"1234608","2000","US","All States, DC and Territories (median) **","Demographics","Age","What is your age?","45-54 years","BRFSS","%","Crude Prevalence","18.3","**","Median value reported with no confidence intervals","","","52","Overall","Overall","AGE","1","1","","","","","",""
"1234609","2000","US","All States, DC and Territories (median) **","Demographics","Age","What is your age?","55-64 years","BRFSS","%","Crude Prevalence","12.1","**","Median value reported with no confidence intervals","","","52","Overall","Overall","AGE","1","1","","","","","",""
"1234610","2000","US","All States, DC and Territories (median) **","Demographics","Age","What is your age?","65+ years","BRFSS","%","Crude Prevalence","17.5","**","Median value reported with no confidence intervals","","","52","Overall","Overall","AGE","1","1","","","","","",""
"1234525","2000","UW","All States and DC (median) **","Demographics","Age","What is your age?","18-24 years","BRFSS","%","Crude Prevalence","12.7","**","Median value reported with no confidence intervals","","","51","Overall","Overall","AGE","2","2","","","","","",""
"1234526","2000","UW","All States and DC (median) **","Demographics","Age","What is your age?","25-34 years","BRFSS","%","Crude Prevalence","18.2","**","Median value reported with no confidence intervals","","","51","Overall","Overall","AGE","2","2","","","","","",""
"1234527","2000","UW","All States and DC (median) **","Demographics","Age","What is your age?","35-44 years","BRFSS","%","Crude Prevalence","21.0","**","Median value reported with no confidence intervals","","","51","Overall","Overall","AGE","2","2","","","","","",""
"1234528","2000","UW","All States and DC (median) **","Demographics","Age","What is your age?","45-54 years","BRFSS","%","Crude Prevalence","18.3","**","Median value reported with no confidence intervals","","","51","Overall","Overall","AGE","2","2","","","","","",""
"1234529","2000","UW","All States and DC (median) **","Demographics","Age","What is your age?","55-64 years","BRFSS","%","Crude Prevalence","12.1","**","Median value reported with no confidence intervals","","","51","Overall","Overall","AGE","2","2","","","","","",""
"1234530","2000","UW","All States and DC (median) **","Demographics","Age","What is your age?","65+ years","BRFSS","%","Crude Prevalence","17.5","**","Median value reported with no confidence intervals","","","51","Overall","Overall","AGE","2","2","","","","","",""
"1231575","2000","AL","Alabama","Demographics","Age","What is your age?","18-24 years","BRFSS","%","Crude Prevalence","13.4","","","11.4","15.4","200","Overall","Overall","AGE","3","3","","","","","",""
"1231576","2000","AL","Alabama","Demographics","Age","What is your age?","25-34 years","BRFSS","%","Crude Prevalence","18.3","","","16.2","20.4","374","Overall","Overall","AGE","3","3","","","","","",""
"1231577","2000","AL","Alabama","Demographics","Age","What is your age?","35-44 years","BRFSS","%","Crude Prevalence","19.9","","","18.0","21.8","470","Overall","Overall","AGE","3","3","","","","","",""
"1231578","2000","AL","Alabama","Demographics","Age","What is your age?","45-54 years","BRFSS","%","Crude Prevalence","18.1","","","16.3","19.9","449","Overall","Overall","AGE","3","3","","","","","",""
"1231579","2000","AL","Alabama","Demographics","Age","What is your age?","55-64 years","BRFSS","%","Crude Prevalence","12.4","","","11.0","13.8","316","Overall","Overall","AGE","3","3","","","","","",""
"1231580","2000","AL","Alabama","Demographics","Age","What is your age?","65+ years","BRFSS","%","Crude Prevalence","17.9","","","16.2","19.6","433","Overall","Overall","AGE","3","3","","","","","",""
"1233077","2000","AK","Alaska","Demographics","Age","What is your age?","18-24 years","BRFSS","%","Crude Prevalence","12.9","","","10.6","15.2","200","Overall","Overall","AGE","4","4","","","","","",""
"1233078","2000","AK","Alaska","Demographics","Age","What is your age?","25-34 years","BRFSS","%","Crude Prevalence","22.0","","","19.3","24.7","413","Overall","Overall","AGE","4","4","","","","","",""
"1233079","2000","AK","Alaska","Demographics","Age","What is your age?","35-44 years","BRFSS","%","Crude Prevalence","26.2","","","23.5","28.9","579","Overall","Overall","AGE","4","4","","","","","",""
"1233080","2000","AK","Alaska","Demographics","Age","What is your age?","45-54 years","BRFSS","%","Crude Prevalence","19.2","","","16.9","21.5","487","Overall","Overall","AGE","4","4","","","","","",""
"1233081","2000","AK","Alaska","Demographics","Age","What is your age?","55-64 years","BRFSS","%","Crude Prevalence","11.3","","","9.2","13.4","213","Overall","Overall","AGE","4","4","","","","","",""
"1233082","2000","AK","Alaska","Demographics","Age","What is your age?","65+ years","BRFSS","%","Crude Prevalence","8.4","","","6.9","9.9","191","Overall","Overall","AGE","4","4","","","","","",""
"1234875","2000","AZ","Arizona","Demographics","Age","What is your age?","18-24 years","BRFSS","%","Crude Prevalence","12.7","","","9.9","15.5","257","Overall","Overall","AGE","5","5","","","","","",""
"1234876","2000","AZ","Arizona","Demographics","Age","What is your age?","25-34 years","BRFSS","%","Crude Prevalence","19.0","","","16.7","21.3","476","Overall","Overall","AGE","5","5","","","","","",""
"1234877","2000","AZ","Arizona","Demographics","Age","What is your age?","35-44 years","BRFSS","%","Crude Prevalence","20.9","","","18.1","23.7","479","Overall","Overall","AGE","5","5","","","","","",""
"1234878","2000","AZ","Arizona","Demographics","Age","What is your age?","45-54 years","BRFSS","%","Crude Prevalence","17.7","","","14.9","20.5","489","Overall","Overall","AGE","5","5","","","","","",""
"1234256","2000","AZ","Arizona","Demographics","Age","What is your age?","55-64 years","BRFSS","%","Crude Prevalence","11.8","","","9.6","14.0","355","Overall","Overall","AGE","5","5","","","","","",""
"1234257","2000","AZ","Arizona","Demographics","Age","What is your age?","65+ years","BRFSS","%","Crude Prevalence","18.0","","","15.8","20.2","624","Overall","Overall","AGE","5","5","","","","","",""
"1236493","2000","AR","Arkansas","Demographics","Age","What is your age?","18-24 years","BRFSS","%","Crude Prevalence","12.7","","","11.1","14.3","269","Overall","Overall","AGE","6","6","","","","","",""
"1236494","2000","AR","Arkansas","Demographics","Age","What is your age?","25-34 years","BRFSS","%","Crude Prevalence","17.6","","","16.0","19.2","475","Overall","Overall","AGE","6","6","","","","","",""
"1236495","2000","AR","Arkansas","Demographics","Age","What is your age?","35-44 years","BRFSS","%","Crude Prevalence","19.0","","","17.4","20.6","589","Overall","Overall","AGE","6","6","","","","","",""
"1236496","2000","AR","Arkansas","Demographics","Age","What is your age?","45-54 years","BRFSS","%","Crude Prevalence","17.6","","","16.1","19.1","557","Overall","Overall","AGE","6","6","","","","","",""
"1236497","2000","AR","Arkansas","Demographics","Age","What is your age?","55-64 years","BRFSS","%","Crude Prevalence","12.7","","","11.5","13.9","463","Overall","Overall","AGE","6","6","","","","","",""
"1236498","2000","AR","Arkansas","Demographics","Age","What is your age?","65+ years","BRFSS","%","Crude Prevalence","20.4","","","18.8","22.0","653","Overall","Overall","AGE","6","6","","","","","",""
"1238603","2000","CA","California","Demographics","Age","What is your age?","18-24 years","BRFSS","%","Crude Prevalence","12.5","","","11.2","13.8","388","Overall","Overall","AGE","7","7","","","","","",""
"1238604","2000","CA","California","Demographics","Age","What is your age?","25-34 years","BRFSS","%","Crude Prevalence","20.2","","","18.7","21.7","812","Overall","Overall","AGE","7","7","","","","","",""
"1238605","2000","CA","California","Demographics","Age","What is your age?","35-44 years","BRFSS","%","Crude Prevalence","22.8","","","21.2","24.4","916","Overall","Overall","AGE","7","7","","","","","",""
"1238606","2000","CA","California","Demographics","Age","What is your age?","45-54 years","BRFSS","%","Crude Prevalence","18.3","","","16.9","19.7","740","Overall","Overall","AGE","7","7","","","","","",""
"1238607","2000","CA","California","Demographics","Age","What is your age?","55-64 years","BRFSS","%","Crude Prevalence","11.0","","","9.8","12.2","464","Overall","Overall","AGE","7","7","","","","","",""
"1238608","2000","CA","California","Demographics","Age","What is your age?","65+ years","BRFSS","%","Crude Prevalence","15.0","","","13.7","16.3","587","Overall","Overall","AGE","7","7","","","","","",""
"1239215","2000","CO","Colorado","Demographics","Age","What is your age?","18-24 years","BRFSS","%","Crude Prevalence","12.0","","","10.1","13.9","248","Overall","Overall","AGE","8","8","","","","","",""
